ESTU_TIPODOCUMENTO;CORRECTO;ESTU_GENERO;PERIODO;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_MCPIO_UBICACION;COLE_DEPTO_UBICACION;PUNT_GLOBAL;edad
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;Tres;No;Si;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No sabe;No sabe;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;COLEGIO  NUESTRA  SEÃ‘ORA  DE  LA PROVIDENCIA;MIXTO;NO OFICIAL;A;N;TECNICO;COLEGIO  NUESTRA  SEÃ‘ORA  DE  LA PROVIDENCIA;S;URBANO;MANANA;CALI;VALLE;265;15
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Tres;Si;Si;No;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Peor;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;270;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Dos;Si;Si;Si;No;No;Si;No;No;0 A 10 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;MASCULINO;NO OFICIAL;A;N;TECNICO;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;S;URBANO;COMPLETA;CALI;VALLE;222;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 2;1 a 2;Tres;Si;Si;Si;No;Si;Si;Si;Si;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;Nunca o rara vez comemos eso;No aplica;No sabe;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;COLEGIO PARROQUIAL SAN JOAQUIN;MIXTO;NO OFICIAL;A;N;TECNICO;COLEGIO PARROQUIAL SAN JOAQUIN;S;URBANO;MANANA;CALI;VALLE;218;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Primaria completa;Sin Estrato;5 a 6;Tres;Si;No;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;CENTRO EDUCATIVO ALFA Y OMEGA;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;CENTRO EDUCATIVO ALFA Y OMEGA;S;URBANO;MANANA;CALI;VALLE;213;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria incompleta;Estrato 1;1 a 2;Dos;Si;Si;Si;No;Si;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA ISAIAS GAMBOA;MIXTO;OFICIAL;A;N;ACADEMICO;EL AGUACATAL;N;URBANO;MANANA;CALI;VALLE;198;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;LICEO FARALLONES DEL NORTE;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;LICEO FARALLONES DEL NORTE;S;URBANO;MANANA;CALI;VALLE;260;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria completa;Estrato 1;5 a 6;Dos;Si;Si;No;No;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ISAIAS GAMBOA;MIXTO;OFICIAL;A;N;ACADEMICO;JOSE CELESTINO MUTIS;N;URBANO;TARDE;CALI;VALLE;243;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Tres;Si;Si;Si;Si;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Pensionado;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;LIC PORVENIR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;LIC PORVENIR;S;URBANO;MANANA;CALI;VALLE;285;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Tecnica o Tecnologa completa;Estrato 2;3 a 4;Tres;Si;Si;Si;No;Si;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;Es vendedor o trabaja en atencion al publico;No aplica;Peor;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;203;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologica incompleta;Estrato 2;3 a 4;Tres;No;No;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA EL HORMIGUERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA EL HORMIGUERO - PANTANO DE VARGAS;S;RURAL;UNICA;CALI;VALLE;275;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Cuatro;Si;No;Si;Si;Si;No;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;COLEGIO POLITECNICO SIGLO XXI;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO POLITECNICO SIGLO XXI;S;URBANO;MANANA;CALI;VALLE;222;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 2;3 a 4;Tres;No;Si;Si;No;No;No;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;Pensionado;Igual;No leo por entretenimiento;30 minutos o menos;0;No;INSTITUCION EDUCATIVA JORGE ISAACS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA JORGE ISAACS ;S;URBANO;UNICA;CALI;VALLE;252;14
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 1;5 a 6;Tres;Si;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;267;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Dos;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;Pensionado;No aplica;Mejor;30 minutos o menos;Mas de 3 horas;0;No;COL FUND STA ISABEL DE HUNGRIA - ALFONSO LOPEZ;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO SANTA ISABEL DE HUNGRIA SEDE ALFONSO LOPEZ;S;URBANO;MANANA;CALI;VALLE;192;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 3;5 a 6;Tres;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No aplica;Igual;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;315;15
CE;VENEZUELA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Educacion Profesional completa;Estrato 3;3 a 4;Dos;Si;No;Si;No;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;COLEGIO MAYOR DEL NORTE 2 - PIZAMOS;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO MAYOR DEL NORTE 2 - PIZAMOS;S;URBANO;TARDE;CALI;VALLE;302;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 1;5 a 6;Dos;Si;No;Si;No;Si;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los dias;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Peor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA VICENTE BORRERO COSTA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA VICENTE BORRERO COSTA;S;URBANO;SABATINA;CALI;VALLE;174;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Primaria completa;Primaria completa;Estrato 2;3 a 4;Tres;Si;No;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Peor;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA MONSEÃ‘OR RAMON ARCILA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO; INSTITUCION EDUCATIVA MONSEÃ‘OR RAMON ARCILA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;152;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;BUENAVENTURA;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;7 a 8;Tres;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;No sabe;No sabe;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;Menos de 10 horas;No;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;254;16
CE;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Tecnica o Tecnologica incompleta;Estrato 3;7 a 8;Tres;Si;No;No;Si;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA JUAN DE AMPUDIA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA JUAN DE AMPUDIA;S;URBANO;TARDE;CALI;VALLE;232;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Uno;Si;Si;Si;Si;No;No;No;Si;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA JUAN DE AMPUDIA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA JUAN DE AMPUDIA;S;URBANO;TARDE;CALI;VALLE;302;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;Dos;Si;No;No;No;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Todos o casi todos los dias;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;LICEO PIGMALION;MIXTO;NO OFICIAL;A;N;ACADEMICO;LICEO PIGMALION;S;URBANO;MANANA;CALI;VALLE;294;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Cinco;Si;Si;Si;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;No sabe;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;281;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 3;3 a 4;Dos;Si;Si;Si;Si;Si;No;No;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Pensionado;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA TECNICO DE COMERCIO SANTA CECILIA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA TECNICO DE COMERCIO SANTA CECILIA - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;277;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 3;5 a 6;Cuatro;Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Pensionado;Pensionado;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA TECNICA CIUDAD DE CALI;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA TECNICA CIUDAD DE CALI;S;URBANO;MANANA;CALI;VALLE;283;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Tecnica o Tecnologa completa;Estrato 2;7 a 8;Cinco;Si;Si;Si;No;Si;No;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE  MAYO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE MAYO - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;220;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 1;7 a 8;Tres;No;No;Si;No;Si;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los dias;Nunca o rara vez comemos eso;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;Mas de 2 horas;Mas de 3 horas;0;No;CENTRO ETNOEDUCATIVO ANTONIO MACEO;MIXTO;NO OFICIAL;A;N;ACADEMICO;CENTRO ETNOEDUCATIVO ANTONIO MACEO;S;URBANO;MANANA;CALI;VALLE;231;16
CC;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Cuatro;Si;Si;Si;No;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Peor;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA SANTA FE;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCIÃ“N EDUCATIVA SANTA FE;S;URBANO;MANANA;CALI;VALLE;197;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologica incompleta;Estrato 1;3 a 4;Tres;Si;Si;Si;No;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;CENTRO EDUCATIVO ALFA Y OMEGA;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;CENTRO EDUCATIVO ALFA Y OMEGA;S;URBANO;MANANA;CALI;VALLE;231;15
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Sin Estrato;3 a 4;Tres;Si;No;No;Si;No;Si;Si;Si;26 A 100 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;No sabe;No aplica;Igual;30 minutos o menos;Entre 30 y 60 minutos;Entre 11 y 20 horas;No;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;MASCULINO;NO OFICIAL;A;N;TECNICO;CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA;S;URBANO;COMPLETA;CALI;VALLE;267;15
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;Tecnica o Tecnologa completa;Estrato 1;3 a 4;Dos;Si;No;Si;No;Si;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;1 o 2 veces por semana;No aplica;No aplica;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;213;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Cuatro;Si;Si;Si;No;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;No aplica;No aplica;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;LOS VENCEDORES;N;URBANO;MANANA;CALI;VALLE;260;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;No sabe;Estrato 2;3 a 4;Dos;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;CENT DOC SANTIAGO DE CALI;MIXTO;NO OFICIAL;A;S;TECNICO;CENT DOC SANTIAGO DE CALI;S;URBANO;MANANA;CALI;VALLE;338;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Nunca o rara vez comemos eso;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA MONTEBELLO;MIXTO;OFICIAL;A;N;ACADEMICO;ANTONIO RICAURTE - SEDE PRINCIPAL;S;RURAL;UNICA;CALI;VALLE;217;18
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No aplica;Educacion Profesional completa;Estrato 2;1 a 2;Dos;No;No;Si;No;Si;No;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COL FUND STA ISABEL DE HUNGRIA - ALFONSO LOPEZ;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO SANTA ISABEL DE HUNGRIA SEDE ALFONSO LOPEZ;S;URBANO;MANANA;CALI;VALLE;242;17
CC;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;No sabe;Estrato 2;3 a 4;Dos;Si;No;Si;No;Si;No;No;Si;0 A 10 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Es vendedor o trabaja en atencion al publico;No sabe;Mejor;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL LUZ HAYDEE GUERRERO MOLINA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL LUZ HAYDEE GUERRERO MOLINA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;235;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;No;Si;Si;Si;No;Si;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Peor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCIÃ“N EDUCATIVA JUAN  XXIII;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;CIUDAD DE CALI;S;URBANO;UNICA;CALI;VALLE;220;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Tres;Si;Si;Si;No;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;No sabe;Mejor;No leo por entretenimiento;Mas de 3 horas;Entre 21 y 30 horas;No;INSTITUCIÃ“N EDUCATIVA TÃ‰CNICA COMERCIAL HERNANDO NAVIA VARON;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCIÃ“N EDUCATIVA TÃ‰CNICA COMERCIAL HERNANDO NAVIA VARON - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;192;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Cuatro;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No aplica;Mejor;Entre 1 y 2 horas;Entre 30 y 60 minutos;0;No;COL FUND STA ISABEL DE HUNGRIA - ALFONSO LOPEZ;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO SANTA ISABEL DE HUNGRIA SEDE ALFONSO LOPEZ;S;URBANO;MANANA;CALI;VALLE;268;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria completa;Estrato 2;3 a 4;Tres;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Pensionado;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;INSTITUTO TECNICO FUTURO PROFESIONAL;MIXTO;NO OFICIAL;A;N;TECNICO;INSTITUTO TECNICO FUTURO PROFESIONAL - SEDE PRICIPAL;S;URBANO;MANANA;CALI;VALLE;275;16
