ESTU_TIPODOCUMENTO,ESTU_GENERO,PERIODO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,PUNT_GLOBAL,edad
CE,M,20181,COLOMBIA,ANTIOQUIA,MEDELLIN,No aplica,Educacion Profesional completa,Estrato 6,5 a 6,Tres,No,No,No,No,No,No,No,No,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,3 a 5 veces por semana,Si,Si,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO CENTRAL,MIXTO,OFICIAL,A,N,TECNICO,SEDE SECUNDARIA,N,RURAL,NOCHE,CALI,VALLE,187,21
TI,M,20181,COLOMBIA,SANTANDER,CALI,No aplica,No aplica,Estrato 3,7 o más,Cinco,Si,No,Si,No,Si,No,No,No,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,Nunca,Si,No sabe,Peor,Más de 3 horas,Más de 3 horas,21-40,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,MANANA,BUCARAMANGA,VALLE,357,24
TI,M,20182,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional completa,Estrato 5,3 a 4,Cuatro,Si,Si,Si,No,No,No,Si,No,51 A 100 LIBROS,1 vez por semana,Todos o casi todos los dias,1 vez por semana,No sabe,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,BARRANQUILLA,VALLE,264,27
CC,M,20171,COLOMBIA,VALLE,CALI,Educacion Profesional completa,No aplica,Estrato 6,5 a 6,Cinco,Si,Si,Si,No,No,Si,No,Si,MAS DE 100 LIBROS,Nunca,Nunca,Todos o casi todos los dias,No aplica,No aplica,Igual,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,URBANO,NOCHE,MEDELLIN,CUNDINAMARCA,322,29
CE,F,20181,COLOMBIA,ATLANTICO,MEDELLIN,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 6,3 a 4,Tres,No,Si,No,Si,Si,Si,Si,Si,MAS DE 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,3 a 5 veces por semana,No aplica,No aplica,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,0,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,N,URBANO,MANANA,BUCARAMANGA,SANTANDER,272,24
TI,F,20191,COLOMBIA,VALLE,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,7 o más,Cuatro,No,No,Si,Si,Si,No,Si,No,51 A 100 LIBROS,Nunca,1 vez por semana,Todos o casi todos los dias,No aplica,No sabe,Igual,Más de 3 horas,Más de 3 horas,21-40,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,BUCARAMANGA,SANTANDER,352,26
TI,M,20181,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional completa,Estrato 3,3 a 4,Dos,No,Si,Si,No,Si,Si,Si,Si,MAS DE 100 LIBROS,Nunca,Todos o casi todos los dias,Nunca,Si,Si,Peor,Entre 1 y 3 horas,30 minutos o menos,1-10,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,CALI,SANTANDER,396,25
CE,M,20192,COLOMBIA,CUNDINAMARCA,MEDELLIN,No aplica,Educacion Profesional incompleta,Estrato 6,5 a 6,Tres,Si,Si,No,No,No,Si,No,No,0 A 10 LIBROS,Todos o casi todos los dias,Nunca,Nunca,No sabe,No,Igual,Más de 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,S,RURAL,NOCHE,BOGOTA,CUNDINAMARCA,388,19
CC,F,20192,COLOMBIA,SANTANDER,BOGOTA,No aplica,Educacion Profesional completa,Estrato 1,5 a 6,Cinco,Si,No,Si,No,No,No,No,No,0 A 10 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Nunca,No aplica,Si,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO MAYOR,FEMENINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,CALI,ATLANTICO,334,27
CE,M,20182,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 6,7 o más,Dos,Si,Si,Si,Si,Si,No,Si,No,51 A 100 LIBROS,Nunca,Nunca,Todos o casi todos los dias,No,No aplica,Mejor,Entre 1 y 3 horas,Más de 3 horas,11-20,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,MEDELLIN,SANTANDER,221,29
TI,M,20171,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional completa,No aplica,Estrato 1,5 a 6,Cinco,Si,Si,Si,No,Si,No,No,Si,11 A 50 LIBROS,1 vez por semana,1 vez por semana,3 a 5 veces por semana,Si,No aplica,Igual,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,S,URBANO,MANANA,MEDELLIN,CUNDINAMARCA,367,22
CC,F,20192,COLOMBIA,ANTIOQUIA,CALI,No aplica,No aplica,Estrato 2,3 a 4,Cinco,Si,Si,No,No,Si,No,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,No aplica,No sabe,Mejor,30 minutos o menos,30 minutos o menos,0,Si,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BUCARAMANGA,CUNDINAMARCA,372,19
TI,F,20171,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,Educacion Profesional completa,No aplica,Estrato 6,5 a 6,Dos,No,Si,No,No,Si,Si,No,No,51 A 100 LIBROS,Nunca,Nunca,Todos o casi todos los dias,Si,No sabe,Mejor,Más de 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,S,URBANO,TARDE,MEDELLIN,SANTANDER,251,18
CC,M,20172,COLOMBIA,CUNDINAMARCA,BOGOTA,No aplica,No aplica,Estrato 1,7 o más,Cuatro,No,Si,Si,Si,No,No,Si,Si,11 A 50 LIBROS,Nunca,Nunca,1 vez por semana,No,Si,Igual,Entre 1 y 3 horas,Más de 3 horas,11-20,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,MANANA,MEDELLIN,ATLANTICO,201,22
TI,F,20171,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,No aplica,Estrato 5,3 a 4,Tres,Si,No,Si,Si,No,Si,No,No,51 A 100 LIBROS,3 a 5 veces por semana,Nunca,Nunca,No,Si,Mejor,Más de 3 horas,Más de 3 horas,21-40,No,COLEGIO MAYOR,MIXTO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,CALI,VALLE,175,23
CC,F,20171,COLOMBIA,ATLANTICO,CALI,No aplica,Educacion Profesional completa,Estrato 4,7 o más,Dos,Si,Si,Si,Si,No,No,Si,Si,11 A 50 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,Si,Si,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,NOCHE,BOGOTA,VALLE,374,23
CE,M,20192,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional completa,No aplica,Estrato 1,5 a 6,Cinco,Si,No,Si,No,Si,No,No,No,51 A 100 LIBROS,1 vez por semana,3 a 5 veces por semana,Nunca,No aplica,Si,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,MEDELLIN,CUNDINAMARCA,299,28
CC,M,20181,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 6,5 a 6,Cinco,Si,Si,No,Si,Si,No,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,Todos o casi todos los dias,No aplica,No aplica,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,ANTIOQUIA,367,29
CC,M,20171,COLOMBIA,ATLANTICO,BOGOTA,Educacion Profesional incompleta,No aplica,Estrato 1,5 a 6,Cuatro,No,No,No,No,No,No,No,Si,11 A 50 LIBROS,Nunca,Nunca,Nunca,No sabe,Si,Igual,Más de 3 horas,Entre 1 y 3 horas,11-20,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BUCARAMANGA,VALLE,165,25
CC,F,20191,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,5 a 6,Dos,Si,Si,Si,No,Si,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No sabe,No aplica,Peor,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,BOGOTA,ATLANTICO,196,26
CE,M,20171,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,5 a 6,Tres,No,No,Si,Si,No,Si,Si,Si,MAS DE 100 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,No sabe,No,Igual,30 minutos o menos,30 minutos o menos,1-10,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,S,RURAL,NOCHE,MEDELLIN,ATLANTICO,214,18
TI,M,20182,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 1,3 a 4,Tres,Si,No,Si,Si,No,Si,No,No,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,3 a 5 veces por semana,Si,No aplica,Mejor,Más de 3 horas,Más de 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,NOCHE,MEDELLIN,SANTANDER,153,19
CE,M,20172,COLOMBIA,VALLE,BOGOTA,No aplica,Educacion Profesional incompleta,Estrato 5,7 o más,Cuatro,No,Si,No,Si,No,No,Si,Si,11 A 50 LIBROS,1 vez por semana,1 vez por semana,3 a 5 veces por semana,No sabe,Si,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO MAYOR,MASCULINO,OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,MEDELLIN,CUNDINAMARCA,238,29
TI,M,20191,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 1,3 a 4,Tres,Si,Si,Si,Si,Si,Si,No,Si,51 A 100 LIBROS,3 a 5 veces por semana,Nunca,1 vez por semana,Si,No sabe,Mejor,Entre 1 y 3 horas,30 minutos o menos,0,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,BOGOTA,ATLANTICO,207,21
CE,M,20192,COLOMBIA,ATLANTICO,BOGOTA,Educacion Profesional incompleta,No aplica,Estrato 1,5 a 6,Cinco,No,Si,No,No,Si,Si,Si,No,51 A 100 LIBROS,1 vez por semana,1 vez por semana,Todos o casi todos los dias,No,No,Peor,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,MANANA,MEDELLIN,SANTANDER,200,25
CE,M,20192,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 6,3 a 4,Tres,Si,Si,No,No,Si,No,Si,No,MAS DE 100 LIBROS,Nunca,Nunca,1 vez por semana,Si,Si,Mejor,Más de 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,RURAL,MANANA,MEDELLIN,VALLE,179,17
CE,F,20172,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 4,3 a 4,Dos,Si,No,Si,No,Si,Si,Si,No,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,3 a 5 veces por semana,No,No,Peor,Entre 1 y 3 horas,Más de 3 horas,11-20,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,MEDELLIN,CUNDINAMARCA,380,28
TI,M,20182,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 4,7 o más,Dos,Si,Si,No,No,No,No,Si,Si,MAS DE 100 LIBROS,1 vez por semana,1 vez por semana,1 vez por semana,No,No sabe,Peor,30 minutos o menos,30 minutos o menos,11-20,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,N,URBANO,NOCHE,MEDELLIN,VALLE,339,23
TI,M,20192,COLOMBIA,VALLE,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 1,5 a 6,Dos,No,No,Si,No,Si,Si,No,Si,0 A 10 LIBROS,Nunca,Todos o casi todos los dias,1 vez por semana,No sabe,No,Peor,30 minutos o menos,30 minutos o menos,11-20,Si,COLEGIO MAYOR,MIXTO,OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,S,URBANO,NOCHE,BARRANQUILLA,CUNDINAMARCA,275,24
TI,M,20191,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 1,5 a 6,Dos,No,Si,Si,No,Si,No,Si,No,MAS DE 100 LIBROS,Nunca,1 vez por semana,1 vez por semana,Si,Si,Igual,Más de 3 horas,Más de 3 horas,1-10,Si,COLEGIO MAYOR,MASCULINO,NO OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,S,URBANO,NOCHE,BUCARAMANGA,CUNDINAMARCA,370,23
CE,F,20171,COLOMBIA,ATLANTICO,BUCARAMANGA,Educacion Profesional completa,No aplica,Estrato 1,5 a 6,Cinco,No,No,Si,Si,Si,Si,Si,Si,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,3 a 5 veces por semana,Si,No,Igual,Entre 1 y 3 horas,Más de 3 horas,21-40,No,COLEGIO MAYOR,MASCULINO,OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,BARRANQUILLA,ANTIOQUIA,331,18
TI,F,20182,COLOMBIA,ANTIOQUIA,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 1,7 o más,Cinco,No,No,Si,Si,Si,Si,Si,Si,51 A 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,1 vez por semana,Si,Si,Igual,Más de 3 horas,30 minutos o menos,0,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,VALLE,300,19
TI,M,20181,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 6,5 a 6,Tres,No,No,Si,No,Si,Si,No,Si,MAS DE 100 LIBROS,Nunca,Todos o casi todos los dias,Todos o casi todos los dias,Si,No sabe,Mejor,Entre 1 y 3 horas,Más de 3 horas,21-40,Si,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,N,RURAL,TARDE,BUCARAMANGA,VALLE,218,24
CC,M,20182,COLOMBIA,VALLE,MEDELLIN,No aplica,Educacion Profesional completa,Estrato 2,3 a 4,Tres,No,Si,Si,No,No,Si,Si,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Nunca,Si,No sabe,Igual,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,MANANA,BARRANQUILLA,CUNDINAMARCA,364,19
CE,M,20192,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional incompleta,No aplica,Estrato 1,3 a 4,Cuatro,Si,Si,No,No,No,No,Si,No,51 A 100 LIBROS,1 vez por semana,3 a 5 veces por semana,Todos o casi todos los dias,Si,No,Mejor,Entre 1 y 3 horas,30 minutos o menos,1-10,No,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,CALI,SANTANDER,374,25
TI,M,20191,COLOMBIA,SANTANDER,BARRANQUILLA,No aplica,No aplica,Estrato 4,7 o más,Tres,No,No,Si,Si,No,Si,Si,No,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,No,No,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,TARDE,CALI,ATLANTICO,344,16
CC,F,20192,COLOMBIA,VALLE,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,3 a 4,Cuatro,Si,No,Si,No,Si,No,No,Si,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,1 vez por semana,No,Si,Igual,30 minutos o menos,30 minutos o menos,11-20,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,RURAL,MANANA,BOGOTA,VALLE,214,16
CC,F,20191,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,No aplica,No aplica,Estrato 1,3 a 4,Cuatro,No,Si,Si,Si,Si,Si,No,Si,11 A 50 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,Todos o casi todos los dias,No,No sabe,Peor,30 minutos o menos,Entre 1 y 3 horas,1-10,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,NOCHE,MEDELLIN,CUNDINAMARCA,376,29
CE,M,20182,COLOMBIA,SANTANDER,MEDELLIN,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,3 a 4,Cuatro,Si,Si,Si,Si,No,No,No,Si,MAS DE 100 LIBROS,Nunca,1 vez por semana,1 vez por semana,No aplica,No sabe,Mejor,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,MIXTO,NO OFICIAL,A,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,MEDELLIN,VALLE,287,22
CC,M,20182,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional completa,Estrato 4,3 a 4,Cuatro,No,No,Si,Si,Si,Si,Si,No,0 A 10 LIBROS,Nunca,1 vez por semana,1 vez por semana,No aplica,No aplica,Mejor,Más de 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,TARDE,BOGOTA,ANTIOQUIA,162,21
CC,F,20191,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional incompleta,No aplica,Estrato 1,3 a 4,Tres,No,No,No,No,Si,Si,Si,Si,51 A 100 LIBROS,Nunca,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,No aplica,Igual,Entre 1 y 3 horas,Más de 3 horas,1-10,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,BUCARAMANGA,ATLANTICO,292,22
CC,F,20191,COLOMBIA,SANTANDER,BUCARAMANGA,No aplica,Educacion Profesional completa,Estrato 6,5 a 6,Tres,No,No,Si,Si,Si,No,Si,No,11 A 50 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,No,No aplica,Peor,Entre 1 y 3 horas,30 minutos o menos,1-10,No,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,TARDE,BUCARAMANGA,VALLE,210,28
TI,M,20191,COLOMBIA,VALLE,BOGOTA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 3,3 a 4,Cuatro,Si,Si,Si,Si,Si,Si,No,No,MAS DE 100 LIBROS,Nunca,3 a 5 veces por semana,1 vez por semana,Si,No sabe,Peor,Más de 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,MANANA,BARRANQUILLA,ATLANTICO,228,17
TI,M,20191,COLOMBIA,ATLANTICO,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 2,7 o más,Cinco,Si,Si,Si,No,Si,Si,No,No,0 A 10 LIBROS,1 vez por semana,Nunca,1 vez por semana,No sabe,No aplica,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO MAYOR,MIXTO,OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,N,URBANO,TARDE,CALI,VALLE,275,17
CC,F,20191,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional incompleta,No aplica,Estrato 1,7 o más,Cinco,No,Si,No,Si,Si,Si,No,No,51 A 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No aplica,No sabe,Mejor,30 minutos o menos,30 minutos o menos,0,No,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,N,RURAL,MANANA,MEDELLIN,SANTANDER,398,22
CE,M,20172,COLOMBIA,SANTANDER,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 6,5 a 6,Tres,No,Si,Si,Si,Si,Si,Si,No,MAS DE 100 LIBROS,Todos o casi todos los dias,Nunca,Todos o casi todos los dias,No sabe,Si,Peor,Más de 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,RURAL,TARDE,BOGOTA,CUNDINAMARCA,210,18
CE,M,20171,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 5,5 a 6,Tres,No,No,Si,Si,No,Si,Si,Si,0 A 10 LIBROS,Nunca,Nunca,Todos o casi todos los dias,Si,No aplica,Igual,Entre 1 y 3 horas,Más de 3 horas,21-40,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,N,URBANO,NOCHE,CALI,VALLE,277,29
CC,F,20172,COLOMBIA,CUNDINAMARCA,BOGOTA,No aplica,Educacion Profesional incompleta,Estrato 2,3 a 4,Tres,Si,Si,No,No,No,Si,No,No,MAS DE 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No,No,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,No,COLEGIO MAYOR,MASCULINO,NO OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,RURAL,NOCHE,CALI,ATLANTICO,213,23
TI,M,20171,COLOMBIA,ATLANTICO,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,3 a 4,Dos,Si,No,No,No,Si,Si,No,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,Nunca,1 vez por semana,Si,No aplica,Peor,30 minutos o menos,Más de 3 horas,1-10,No,COLEGIO CENTRAL,MIXTO,OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,BOGOTA,SANTANDER,390,21
CC,M,20182,COLOMBIA,ANTIOQUIA,BUCARAMANGA,No aplica,No aplica,Estrato 3,5 a 6,Cuatro,No,Si,Si,No,Si,Si,Si,No,11 A 50 LIBROS,Todos o casi todos los dias,1 vez por semana,Nunca,No aplica,No,Igual,Más de 3 horas,Más de 3 horas,11-20,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,BARRANQUILLA,ATLANTICO,297,18
TI,F,20171,COLOMBIA,VALLE,BARRANQUILLA,No aplica,No aplica,Estrato 6,5 a 6,Dos,Si,Si,No,Si,Si,No,Si,Si,0 A 10 LIBROS,1 vez por semana,3 a 5 veces por semana,1 vez por semana,No,No aplica,Mejor,Entre 1 y 3 horas,Más de 3 horas,0,Si,COLEGIO MAYOR,FEMENINO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,S,RURAL,TARDE,CALI,CUNDINAMARCA,157,16
CE,F,20172,COLOMBIA,SANTANDER,BUCARAMANGA,No aplica,Educacion Profesional completa,Estrato 1,5 a 6,Dos,No,No,Si,No,No,No,Si,No,11 A 50 LIBROS,1 vez por semana,Nunca,Nunca,No aplica,No,Igual,30 minutos o menos,Más de 3 horas,0,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,URBANO,NOCHE,MEDELLIN,ATLANTICO,356,24
